                             Struthionidae, Strutsar
Trogon violaceus            Amazonian Violaceous Trogon   Violetthuvad trogon
Trogon caligatus            Northern Violaceous Trogon    Nordlig Violetthuvad trogon
Apaloderma narina           Narina's Trogon               Narinatrogon
Apaloderma aequatoriale     Bare-cheeked Trogon           Gulkindad trogon
Apaloderma vittatum         Bar-tailed Trogon             Bandtrogon
Apalharpactes reinwardtii   Javan Trogon                  Javatrogon
Apalharpactes mackloti      Sumatran Trogon               Sumatratrogon
Harpactes fasciatus         Malabar Trogon                Malabartrogon
Harpactes kasumba           Red-naped Trogon              Rödnackad trogon
Harpactes diardii           Diard's Trogon                Diardtrogon
Harpactes ardens            Philippine Trogon             Filippinsk trogon
Harpactes whiteheadi        Whitehead's Trogon            Whiteheads trogon
Harpactes orrhophaeus       Cinnamon-rumped Trogon        Kaneltrogon
Harpactes duvaucelii        Scarlet-rumped Trogon         Rödgumpad trogon
Harpactes oreskios          Orange-breasted Trogon        Orangebröstad trogon
Harpactes erythrocephalus   Red-headed Trogon             Rödhuvad trogon
Harpactes wardi             Ward's Trogon                 Wards trogon
                            Alcedinidae, Kungsfiskare
Megaceryle lugubris         Crested Kingfisher            Större gråfiskare
Megaceryle maxima           Giant Kingfisher              Jättekungsfiskare
Megaceryle torquata         Ringed Kingfisher             Ringkungsfiskare
Megaceryle alcyon           Belted Kingfisher             Bälteskungsfiskare
Ceryle rudis                Pied Kingfisher               Gråfiskare
Chloroceryle amazona        Amazon Kingfisher             Amazonkungsfiskare
Chloroceryle americana      Green Kingfisher              Grön kungsfiskare
Chloroceryle inda           Green-and-rufous Kingfisher   Rödgrön kungsfiskare
Chloroceryle aenea          American Pygmy Kingfisher     Amerikansk pygmékungsfiskare
Alcedo hercules             Blyth's Kingfisher               Herkuleskungsfiskare
Alcedo atthis               Common Kingfisher                Kungsfiskare
Alcedo semitorquata         Half-collared Kingfisher         Kragkungsfiskare
Alcedo meninting            Blue-eared Kingfisher            Menintingkungsfiskare
Alcedo quadribrachys        Shining-blue Kingfisher          Blåryggad kungsfiskare
Alcedo euryzona             Blue-banded Kingfisher           Blåbandad kungsfiskare
Alcedo coerulescens         Small Blue Kingfisher            Indonesisk kungsfiskare
Alcedo thomensis            São Tomé Kingfisher              São Tomékungsfiskare
Alcedo cristata             Malachite Kingfisher             Malakitkungsfiskare
Alcedo vintsioides          Malagasy Kingfisher              Madagaskarkungsfiskare
Alcedo leucogaster          White-bellied Kingfisher         Vitbukad kungsfiskare
Alcedo nais                 Principe Kingfisher              Principekungsfiskare
Alcedo cyanopectus          Indigo-banded Kingfisher         Indigokungsfiskare
Alcedo argentata            Silvery Kingfisher               Silverkungsfiskare
Alcedo azurea               Azure Kingfisher                 Azurkungsfiskare
Alcedo websteri             Bismarck Kingfisher              Dvärgkungsfiskare
Alcedo pusilla              Little Kingfisher                Australisk dvärgskungsfiskare
Ceyx lecontei               Dwarf Kingfisher                 Svartpannad pygmékungsfiskare
Ceyx lepidus                Variable Dwarf-Kingfisher        Variabel kungsfiskare
Ceyx madagascariensis       Madagascar Pygmy-Kingfisher      Rostfärgad pygmékungsfiskare
Ceyx pictus                 African Pygmy-Kingfisher         Afrikansk pygmékungsfiskare
Ceyx erithaca               Oriental Dwarf-Kingfisher        Orientalisk dvärgkungsfiskare
Ceyx rufidorsa              Rufous-backed Dwarf-Kingfisher   Rostryggad dvärgkungsfiskare
Ceyx melanurus              Philippine Dwarf-Kingfisher      Filippinsk dvärgkungsfiskare
Ceyx fallax                 Sulawesi Dwarf-Kingfisher        Sulawesikungsfiskare
Pelargopsis amauroptera     Brown-winged Kingfisher          Brunvingad kungsfiskare
Pelargopsis capensis        Stork-billed Kingfisher          Storknäbbskungsfiskare
Pelargopsis melanorhyncha   Great-billed Kingfisher          Gråryggad kungsfiskare
Lacedo pulchella            Banded Kingfisher                Bandad kungsfiskare
Dacelo novaeguineae         Laughing Kookaburra              Kookaburra
Dacelo leachii              Blue-winged Kookaburra           Blåvingad kookaburra
Dacelo tyro                 Spangled Kookaburra              Glanskookaburra
Dacelo gaudichaud           Rufous-bellied Kookaburra        Vitnäbbad kookaburra
Clytoceyx rex                Shovel-billed Kookaburra      Skovelnäbbskookaburra
Melidora macrorrhina         Hook-billed Kingfisher        Haknäbbskungsfiskare
Cittura cyanotis             Lilac-cheeked Kingfisher      Maskkungsfiskare
Halcyon coromanda            Ruddy Kingfisher              Rostkungsfiskare
Halcyon badia                Chocolate-backed Kingfisher   Mindre smyrnakungsfiskare
Halcyon smyrnensis           White-throated Kingfisher     Smyrnakungsfiskare
Halcyon pileata              Black-capped Kingfisher       Svarthuvad kungsfiskare
Halcyon cyanoventris         Javan Kingfisher              Javakungsfiskare
Halcyon leucocephala         Grey-headed Kingfisher        Gråhuvad kungsfiskare
Halcyon senegalensis         Woodland Kingfisher           Savannkungsfiskare
Halcyon senegaloides         Mangrove Kingfisher           Mangrovekungsfiskare
Halcyon malimbica            Blue-breasted Kingfisher      Blåbröstad kungsfiskare
Halcyon albiventris          Brown-hooded Kingfisher       Brunhuvad kungsfiskare
Halcyon chelicuti            Striped Kingfisher            Strimkungsfiskare
Todiramphus nigrocyaneus     Blue-black Kingfisher         Nya Guineakungsfiskare
Todiramphus winchelli        Rufous-lored Kingfisher       Winchells kungsfiskare
Todiramphus diops            Moluccan Kingfisher           Moluckkungsfiskare
Todiramphus lazuli           Lazuli Kingfisher             Lazulikungsfiskare
Todiramphus macleayii        Forest Kingfisher             Skogskungsfiskare
Todiramphus albonotatus      White-backed Kingfisher       Vitryggad kungsfiskare
Todiramphus leucopygius      Ultramarine Kingfisher        Vithalsad kungsfiskare
Todiramphus farquhari        Chestnut-bellied Kingfisher   Vanuatukungsfiskare
Todiramphus pyrrhopygius     Red-backed Kingfisher         Rostgumpad kungsfiskare
Todiramphus australasia      Timor Kingfisher              Timorkungsfiskare
Todiramphus sanctus          Sacred Kingfisher             Inlandskungsfiskare
Todiramphus cinnamominus     Micronesian Kingfisher        Mikronesisk kungsfiskare
Todiramphus funebris         Sombre Kingfisher             Halmaherakungsfiskare
Todiramphus chloris          Collared Kingfisher           Halsbandskungsfiskare
Todiramphus enigma           Talaud Kingfisher             Talaudkungsfiskare
Todiramphus saurophagus      Beach Kingfisher              Krabbkungsfiskare
Todiramphus recurvirostris   Flat-billed Kingfisher        Samoakungsfiskare
Todiramphus veneratus        Tahitian Kingfisher           Tahitikungsfiskare
Todiramphus tutus            Chattering Kingfisher         Vitbrynad kungsfiskare
Todiramphus ruficollaris   Mangaia Kingfisher                  Mangaiakungsfiskare
Todiramphus gambieri       Tuamotu Kingfisher                  Tuamotukungsfiskare
Todiramphus gertrudae      Niau Kingfisher                     Niaukungsfiskare
Todiramphus godeffroyi     Marquesan Kingfisher                Marquesaskungsfiskare
Syma torotoro              Yellow-billed Kingfisher            Torotorokungsfiskare
Syma megarhyncha           Mountain Kingfisher                 Bergskungsfiskare
Actenoides bougainvillei   Moustached Kingfisher               Mustaschkungsfiskare
Actenoides concretus       Rufous-collared Kingfisher          Blåhakad kungsfiskare
Actenoides lindsayi        Spotted Kingfisher                  Fläckkungsfiskare
Actenoides hombroni        Blue-capped Kingfisher              Blåkronad kungsfiskare
Actenoides monachus        Green-backed Kingfisher             Grönryggad kungsfiskare
Actenoides princeps        Scaly Kingfisher                    Brunryggad kungsfiskare
Caridonax fulgidus         White-rumped Kingfisher             Vitgumpad kungsfiskare
Tanysiptera hydrocharis    Little Paradise-Kingfisher          Mindre paradiskungsfiskare
Tanysiptera galatea        Common Paradise-Kingfisher          Paradiskungsfiskare
Tanysiptera riedelii       Biak Paradise-Kingfisher            Biakparadisflugsnappare
Tanysiptera carolinae      Numfor Paradise-Kingfisher          Numforparadisflugsnappare
Tanysiptera ellioti        Kafiau Paradise-Kingfisher          Kafiauparadisflugsnappare
Tanysiptera nympha         Red-breasted Paradise-Kingfisher    Svartryggad paradiskungsfiskare
Tanysiptera danae          Brown-headed Paradise-Kingfisher    Brunhuvad paradiskungsfiskare
Tanysiptera sylvia         Buff-breasted Paradise-Kingfisher   Rödbröstad paradiskungsfiskare
                           Todidae, Todier
Todus   multicolor         Cuban Tody                          Kubansk todi
Todus   angustirostris     Narrow-billed Tody                  Smalnäbbad todi
Todus   todus              Jamaican Tody                       Jamaikatodi
Todus   mexicanus          Puerto Rican Tody                   Puerto Ricotodi
Todus   subulatus          Broad-billed Tody                   Brednäbbad todi
                           Momotidae, Motmoter
Hylomanes momotula         Tody Motmot                         Dvärgmotmot
Aspatha gularis            Blue-throated Motmot                Blåstrupig motmot
Electron platyrhynchum     Broad-billed Motmot                 Brednäbbad motmot
Electron carinatum         Keel-billed Motmot                  Kölnäbbad motmot
Eumomota superciliosa      Turquoise-browed Motmot             Turkosbrynad motmot
Baryphthengus ruficapillus   Rufous-capped Motmot         Rosthuvad motmot
Baryphthengus martii         Rufous Motmot                Rödbrun motmot
Momotus mexicanus            Russet-crowned Motmot        Rostkronad motmot
Momotus momota               Blue-crowned Motmot          Blåkronad motmot
Momotus aequatorialis        Highland Motmot              Bergsmotmot
                             Meropidae, Biätare
Nyctyornis amictus           Red-bearded Bee-eater        Rödskäggig biätare
Nyctyornis athertoni         Blue-bearded Bee-eater       Blåskäggig biätare
Meropogon forsteni           Sulawesi Bearded Bee-eater   Sulawesibiätare
Merops gularis               Black Bee-eater              Svart biätare
Merops muelleri              Blue-headed Bee-eater        Blåhuvad biätare
Merops bulocki               Red-throated Bee-eater       Rödstrupig biätare
Merops bullockoides          White-fronted Bee-eater      Vitpannad biätare
Merops pusillus              Little Bee-eater             Dvärgbiätare
Merops variegatus            Blue-breasted Bee-eater      Blåkragad biätare
Merops oreobates             Cinnamon-chested Bee-eater   Kanelbröstad biätare
Merops hirundineus           Swallow-tailed Bee-eater     Svalstjärtad biätare
Merops breweri               Black-headed Bee-eater       Svarthuvad biätare
Merops revoilii              Somali Bee-eater             Somalibiätare
Merops albicollis            White-throated Bee-eater     Vitstrupig biätare
Merops orientalis            Little Green Bee-eater       Grön dvärgbiätare
Merops boehmi                Boehm's Bee-eater            Böhms biätare
Merops viridis               Blue-throated Bee-eater      Blåstrupig biätare
Merops superciliosus         Olive Bee-eater              Grön biätare
Merops persicus              Blue-cheeked Bee-eater       Blåkindad biätare
Merops philippinus           Blue-tailed Bee-eater        Blåstjärtad biätare
Merops ornatus               Rainbow Bee-eater            Regnbågsbiätare
Merops apiaster              European Bee-eater           Biätare
Merops leschenaulti          Bay-headed Bee-eater         Rostbiätare
